EOG,GAZE_INTERPOLATED,SACC,STIM,TIME
28.002710967,13.05,NaN,0.2,68.4425
28.000643484,13.07,NaN,0.2,68.4545
28.007807553,13.08,NaN,0.2,68.4665
28.007807553,13.1,NaN,0.2,68.4785
28.009201902,13.15,NaN,0.2,68.4905
28.013817678,13.2,NaN,0.2,68.5025
28.0071825,13.44,NaN,0.2,68.5145
28.003480263,13.86,NaN,0.2,68.5265
28.003480263,12.68,NaN,0.2,68.5385
27.99420063,13.18,NaN,0.2,68.5505
27.999056811,12.37,NaN,0.2,68.5625
27.999056811,13.21,NaN,0.2,68.5745
27.999056811,13.34,NaN,0.2,68.5865
27.999056811,13.35,NaN,0.2,68.5985
28.004826531,13.36,NaN,0.2,68.6105
27.998624082,13.36,NaN,0.2,68.6225
28.001364699,13.37,NaN,0.2,68.6345
27.99468144,13.35,NaN,0.2,68.6465
27.993094767,13.59,NaN,0.2,68.6585
28.002999453,14.05,NaN,0.2,68.6705
27.997662462,13.35,NaN,0.2,68.6825
27.997662462,13.34,NaN,0.2,68.6945
27.997662462,13.09,NaN,0.2,68.7065
27.997662462,12.64,NaN,0.2,68.7185
27.997181652,13.34,NaN,0.2,68.7305
27.997181652,13.34,NaN,0.2,68.7425
27.995258412,13.35,NaN,0.2,68.7545
27.993575577,13.34,NaN,0.2,68.7665
27.999297216,13.36,NaN,0.2,68.7785
27.992517795,13.39,NaN,0.2,68.7905
27.988238586,13.4,NaN,0.2,68.8025
27.988238586,13.41,NaN,0.2,68.8145
27.988238586,13.43,NaN,0.2,68.8265
27.988238586,13.43,NaN,0.2,68.8385
27.985978779,13.4,NaN,0.2,68.8505
27.990209907,13.39,NaN,0.2,68.8625
27.989296368,13.39,NaN,0.2,68.8745
27.99516225,13.39,NaN,0.2,68.8865
28.003191777,12.3,NaN,0.2,68.8985
28.003191777,13.25,NaN,0.2,68.9105
27.987902019,13.36,NaN,0.2,68.9225
27.987902019,13.33,NaN,0.2,68.9345
27.992469714,12.25,NaN,0.2,68.9465
27.99852792,12.96,NaN,0.2,68.9585
27.995018007,13.29,NaN,0.2,68.9705
27.995018007,13.28,NaN,0.2,68.9825
27.99660468,13.27,NaN,0.2,68.9945
27.991171527,14.1,NaN,0.2,69.0065
27.991171527,13.43,NaN,0.2,69.0185
27.991171527,13.26,NaN,0.2,69.0305
27.991171527,13.28,NaN,0.2,69.0425
27.990690717,13.3,NaN,0.2,69.0545
27.991267689,13.29,NaN,0.2,69.0665
27.995354574,13.29,NaN,0.2,69.0784
27.998383677,13.29,NaN,0.2,69.0904
27.998383677,13.27,NaN,0.2,69.1024
27.994392954,12.26,NaN,0.2,69.1144
27.994392954,13.03,NaN,0.2,69.1264
27.988767477,13.3,NaN,0.2,69.1384
27.994104468,13.32,NaN,0.2,69.1504
27.994104468,13.33,NaN,0.2,69.1624
28.000258836,13.34,NaN,0.2,69.1744
28.000258836,13.35,NaN,0.2,69.1864
27.986651913,13.34,NaN,0.2,69.1984
27.987902019,13.33,NaN,0.2,69.2104
27.987902019,13.31,NaN,0.2,69.2224
27.988623234,12.33,NaN,0.2,69.2344
27.981459165,13.22,NaN,0.2,69.2464
27.981459165,13.33,NaN,0.2,69.2584
27.989296368,13.32,NaN,0.2,69.2704
27.986123022,13.32,NaN,0.2,69.2824
27.981411084,13.32,NaN,0.2,69.2944
27.981411084,13.28,NaN,0.2,69.3064
27.990690717,12.26,NaN,0.2,69.3184
27.98602686,13.17,NaN,0.2,69.3304
27.989296368,13.31,NaN,0.2,69.3424
27.989296368,13.32,NaN,0.2,69.3544
27.989584854,13.33,NaN,0.2,69.3664
27.981795732,13.33,NaN,0.2,69.3784
27.981603408,13.3,NaN,0.2,69.3904
27.978958953,12.5,NaN,0.2,69.4024
27.990161826,13.21,NaN,0.2,69.4144
27.990161826,13.08,NaN,0.2,69.4264
27.984680592,12.61,NaN,0.2,69.4384
27.980593707,13.32,NaN,0.2,69.4504
27.980593707,12.67,NaN,0.2,69.4624
27.978766629,12.83,NaN,0.2,69.4744
27.978766629,13.34,NaN,0.2,69.4864
27.978574305,13.34,NaN,0.2,69.4984
27.982036137,13.34,NaN,0.2,69.5104
27.982036137,13.33,NaN,0.2,69.5224
27.9783339,13.32,NaN,0.2,69.5344
27.9783339,13.31,NaN,0.2,69.5464
27.975641364,13.31,NaN,0.2,69.5584
27.977756928,13.29,NaN,0.2,69.5704
27.972227613,13.29,NaN,0.2,69.5824
27.972900747,13.29,NaN,0.2,69.5944
27.972900747,13.27,NaN,0.2,69.6064
27.972900747,13.28,NaN,0.2,69.6184
27.972900747,13.3,NaN,0.2,69.6304
27.972900747,13.31,NaN,0.2,69.6424
27.975593283,13.31,NaN,0.2,69.6544
27.977228037,13.34,NaN,0.2,69.6664
27.978526224,13.37,NaN,0.2,69.6784
27.967179108,13.37,NaN,0.2,69.6904
27.967900323,13.38,NaN,0.2,69.7024
27.981170679,13.38,NaN,0.2,69.7144
27.969919725,13.36,NaN,0.2,69.7264
27.96823689,13.37,NaN,0.2,69.7384
27.973381557,13.36,NaN,0.2,69.7504
27.973381557,13.35,NaN,0.2,69.7624
27.971073669,13.35,NaN,0.2,69.7744
27.983478567,13.35,NaN,0.2,69.7864
27.968861943,13.34,NaN,0.2,69.7984
27.967948404,13.32,NaN,0.2,69.8104
27.964246167,13.3,NaN,0.2,69.8224
27.962899899,13.3,NaN,0.2,69.8344
27.962899899,13.3,NaN,0.2,69.8464
27.968861943,13.3,NaN,0.2,69.8584
27.969294672,13.29,NaN,0.2,69.8704
27.953187537,13.28,NaN,0.2,69.8824
27.972660342,13.28,NaN,0.2,69.8944
27.959197662,13.8,NaN,0.2,69.9064
27.959438067,14,NaN,0.2,69.9184
27.957947556,12.88,NaN,0.2,69.9304
27.957947556,12.49,NaN,0.2,69.9424
27.961217064,13.3,NaN,0.2,69.9544
27.962803737,13.31,NaN,0.2,69.9664
27.962803737,13.29,NaN,0.2,69.9784
27.962803737,13.31,NaN,0.2,69.9904
27.962803737,13.31,NaN,0.2,70.0024
27.954870372,13.3,NaN,0.2,70.0144
27.961649793,13.28,NaN,0.2,70.0264
27.967707999,12.16,NaN,0.2,70.0384
27.967707999,13.14,NaN,0.2,70.0504
27.967707999,13.27,NaN,0.2,70.0624
27.959678472,13.25,NaN,0.2,70.0744
27.961313226,13.27,NaN,0.2,70.0864
27.970977507,13.29,NaN,0.2,70.0984
27.964486572,13.29,NaN,0.2,70.1104
27.958332204,13.28,NaN,0.2,70.1224
27.971314074,13.28,NaN,0.2,70.1344
27.960736254,13.03,NaN,0.2,70.1464
27.960736254,12.48,NaN,0.2,70.1584
27.959870796,13.27,NaN,0.2,70.1704
27.959870796,13.27,NaN,0.2,70.1824
27.960015039,13.27,NaN,0.2,70.1944
27.955928154,13.28,NaN,0.2,70.2064
27.955591587,13.28,NaN,0.2,70.2184
27.955591587,13.27,NaN,0.53,70.2304
27.961457469,13.26,NaN,0.53,70.2424
27.961457469,13.45,NaN,0.53,70.2544
27.961457469,14.25,NaN,0.53,70.2664
27.961457469,12.71,NaN,0.53,70.2784
27.958428366,13.28,NaN,0.53,70.2904
27.963284547,13.28,NaN,0.53,70.3024
27.958572609,13.28,NaN,0.53,70.3144
27.953572185,13.28,NaN,0.53,70.3263
27.953572185,13.27,NaN,0.53,70.3383
27.953572185,12.59,18.61,0.53,70.3503
27.953572185,14.11,NaN,0.53,70.3623
27.966986784,16.93,NaN,0.53,70.3743
28.004345721,19.75,NaN,0.53,70.3863
28.006653609,22.56,NaN,0.53,70.3983
28.012134843,25.38,NaN,0.53,70.4103
28.012134843,28.19,NaN,0.53,70.4223
28.012134843,29.9,NaN,0.53,70.4343
28.012134843,30.53,NaN,0.53,70.4463
28.007615229,30.63,NaN,0.53,70.4583
28.015067784,30.68,NaN,0.53,70.4703
28.008961497,30.75,NaN,0.53,70.4823
28.008961497,30.83,NaN,0.53,70.4943
28.008961497,30.91,NaN,0.53,70.5063
28.013865759,30.83,NaN,0.53,70.5183
28.01343303,30.86,NaN,0.53,70.5303
28.00381683,30.93,NaN,0.53,70.5423
28.00381683,30.96,NaN,0.53,70.5543
28.00381683,31.05,NaN,0.53,70.5663
28.01631789,31.37,NaN,0.53,70.5783
28.015740918,32.06,NaN,0.53,70.5903
28.014010002,31.87,NaN,0.53,70.6023
28.02256842,31.86,NaN,0.53,70.6143
28.02256842,31.95,NaN,0.53,70.6263
28.02256842,32.07,NaN,0.53,70.6383
28.005403503,32.09,NaN,0.53,70.6503
28.006268961,31.97,NaN,0.53,70.6623
28.002710967,32.01,NaN,0.53,70.6743
27.9975663,32.08,NaN,0.53,70.6863
28.002133995,32.06,NaN,0.53,70.6983
28.002133995,31.82,NaN,0.53,70.7103
28.002133995,31.94,NaN,0.53,70.7223
28.012086762,32,NaN,0.53,70.7343
28.00574007,31.96,NaN,0.53,70.7463
28.003528344,31.95,NaN,0.53,70.7583
28.01054817,31.87,NaN,0.53,70.7703
28.01054817,31.96,NaN,0.53,70.7823
28.01054817,32.15,NaN,0.53,70.7943
28.002326319,31.84,NaN,0.53,70.8063
28.007567148,31.88,NaN,0.53,70.8183
28.011461709,31.93,NaN,0.53,70.8303
28.006365123,31.97,NaN,0.53,70.8423
27.99852792,31.95,NaN,0.53,70.8543
27.99852792,31.94,NaN,0.53,70.8663
27.99852792,31.95,NaN,0.53,70.8783
27.99852792,31.97,NaN,0.53,70.8903
28.001124294,31.96,NaN,0.53,70.9023
28.001845509,31.95,NaN,0.53,70.9143
28.001220456,31.95,NaN,0.53,70.9263
28.002230157,31.95,NaN,0.53,70.9383
28.002230157,31.97,NaN,0.53,70.9503
28.002230157,32,NaN,0.53,70.9623
27.997854786,32.02,NaN,0.53,70.9743
28.003191777,32.02,NaN,0.53,70.9863
28.000691565,32.01,NaN,0.53,70.9983
28.004682288,32,NaN,0.53,71.0103
28.004682288,31.99,NaN,0.53,71.0223
28.004682288,32,NaN,0.53,71.0343
28.004682288,32,NaN,0.53,71.0463
27.998287515,31.98,NaN,0.53,71.0583
27.995018007,32.05,NaN,0.53,71.0703
28.000595403,32.04,NaN,0.53,71.0823
27.999633783,32.01,NaN,0.53,71.0943
27.999633783,32.07,NaN,0.53,71.1063
27.998816406,32.06,NaN,0.53,71.1183
27.992854362,32.03,NaN,0.53,71.1303
27.99179658,32.03,NaN,0.53,71.1423
27.99179658,32.01,NaN,0.53,71.1543
27.99179658,32.07,NaN,0.53,71.1663
27.989825259,32.16,NaN,0.53,71.1783
27.989825259,32.05,NaN,0.53,71.1903
27.997902867,31.98,NaN,0.53,71.2023
27.9975663,32.02,NaN,0.53,71.2143
28.003528344,32.07,NaN,0.53,71.2263
28.003528344,32,NaN,0.53,71.2383
28.003528344,31.97,NaN,0.53,71.2503
28.003528344,31.97,NaN,0.53,71.2623
28.003528344,31.99,NaN,0.53,71.2743
28.000739646,32,NaN,0.2,71.2863
27.996364275,32.01,NaN,0.2,71.2983
27.995739222,32,NaN,0.2,71.3103
27.995739222,31.99,NaN,0.2,71.3223
27.998768325,32.04,NaN,0.2,71.3343
27.987805857,32.09,NaN,0.2,71.3463
27.999537621,32.04,-18.95,0.2,71.3583
27.976506822,29.25,NaN,0.2,71.3703
27.976506822,25.14,NaN,0.2,71.3823
27.976506822,21.04,NaN,0.2,71.3943
27.952562484,16.94,NaN,0.2,71.4063
27.944052147,12.83,NaN,0.2,71.4183
27.945879225,11.81,NaN,0.2,71.4303
27.945879225,11.89,NaN,0.2,71.4423
27.945879225,11.85,NaN,0.2,71.4543
27.945879225,11.85,NaN,0.2,71.4663
27.93794586,11.51,NaN,0.2,71.4783
27.943282851,12.31,NaN,0.2,71.4903
27.950735406,12.11,NaN,0.2,71.5023
27.950735406,12.1,NaN,0.2,71.5143
27.950735406,11.96,NaN,0.2,71.5263
27.950735406,12,NaN,0.2,71.5383
27.942225069,12.05,NaN,0.2,71.5503
27.943138608,12.35,NaN,0.2,71.5623
27.93842667,12.69,NaN,0.2,71.5743
27.946215792,12.97,NaN,0.2,71.5862
27.947417817,12.96,NaN,0.2,71.5982
27.943475175,12.96,NaN,0.2,71.6102
27.943475175,12.97,NaN,0.2,71.6222
27.943475175,13,NaN,0.2,71.6342
27.943475175,13.04,NaN,0.2,71.6462
27.937272726,13.05,NaN,0.2,71.6582
27.935349486,13.07,NaN,0.2,71.6702
27.935061,13.41,NaN,0.2,71.6822
27.935061,12.26,NaN,0.2,71.6942
27.935061,12.79,NaN,0.2,71.7062
27.935061,13.16,NaN,0.2,71.7182
27.933282003,13.19,NaN,0.2,71.7302
27.931454925,13.2,NaN,0.2,71.7422
27.917030625,13.19,NaN,0.2,71.7542
27.92640642,13.18,NaN,0.2,71.7662
27.92640642,13.17,NaN,0.2,71.7782
27.92640642,13.17,NaN,0.2,71.7902
27.92640642,13.2,NaN,0.2,71.8022
27.930349062,13.19,NaN,0.2,71.8142
27.938522832,12.47,NaN,0.2,71.8262
27.923569641,12.69,NaN,0.2,71.8382
27.920732862,13.22,NaN,0.2,71.8502
27.929483604,13.21,NaN,0.2,71.8622
27.929483604,13.21,NaN,0.2,71.8742
27.929483604,13.23,NaN,0.2,71.8862
27.929916333,12.02,NaN,0.2,71.8982
27.927031473,13.08,NaN,0.2,71.9102
27.923088831,13.69,NaN,0.2,71.9222
27.924050451,14.47,NaN,0.2,71.9342
27.929002794,14.04,NaN,0.2,71.9462
27.929002794,13.25,NaN,0.2,71.9582
27.932272302,13.24,NaN,0.2,71.9702
27.932272302,13.25,NaN,0.2,71.9822
27.920877105,12.53,NaN,0.2,71.9942
27.920877105,12.75,NaN,0.2,72.0062
27.927752688,13.26,NaN,0.2,72.0182
27.923281155,13.27,NaN,0.2,72.0302
27.930108657,13.26,NaN,0.2,72.0422
27.936936159,13.24,NaN,0.2,72.0542
27.920973267,12.08,NaN,0.2,72.0662
27.929002794,13.1,NaN,-0.42,72.0782
27.926262177,13.25,NaN,-0.42,72.0902
27.92977209,13.24,NaN,-0.42,72.1022
27.926646825,13.25,NaN,-0.42,72.1142
27.926646825,12.56,NaN,-0.42,72.1262
27.938282427,12.66,NaN,-0.42,72.1382
27.925589043,11.97,-34.64,-0.42,72.1502
27.906308562,8.01,NaN,-0.42,72.1622
27.881402604,4.06,NaN,-0.42,72.1742
27.871738323,0.1,NaN,-0.42,72.1862
27.862651014,-3.86,NaN,-0.42,72.1982
27.847697823,-7.81,NaN,-0.42,72.2102
27.845197611,-11.23,NaN,-0.42,72.2222
27.845197611,-14.37,NaN,-0.42,72.2342
27.845197611,-17.52,NaN,-0.42,72.2462
27.828994314,-18.38,NaN,-0.42,72.2582
27.841639617,-18.58,NaN,-0.42,72.2702
27.836783436,-18.68,NaN,-0.42,72.2822
27.830580987,-18.84,NaN,-0.42,72.2942
27.830580987,-18.95,NaN,-0.42,72.3062
27.830580987,-19.14,NaN,-0.42,72.3182
27.830580987,-19.42,NaN,-0.42,72.3302
27.830821392,-19.31,NaN,-0.42,72.3422
27.820580139,-19.83,NaN,-0.42,72.3542
27.820580139,-21.14,NaN,-0.42,72.3662
27.823705404,-21.32,NaN,-0.42,72.3782
27.823416918,-21.5,NaN,-0.42,72.3902
27.823705404,-21.79,NaN,-0.42,72.4022
27.831831093,-22.18,NaN,-0.42,72.4142
27.822166812,-22.27,NaN,-0.42,72.4262
27.805001895,-22.35,NaN,-0.42,72.4382
27.805001895,-22.41,NaN,-0.42,72.4502
27.805001895,-22.03,NaN,-0.42,72.4622
27.805001895,-22.36,NaN,-0.42,72.4742
27.816541335,-22.24,NaN,-0.42,72.4862
27.816493254,-22.2,NaN,-0.42,72.4982
27.816493254,-22.59,NaN,-0.42,72.5102
27.816493254,-22.4,NaN,-0.42,72.5222
27.816493254,-22,NaN,-0.42,72.5342
27.816493254,-22.5,NaN,-0.42,72.5462
27.816493254,-22.67,NaN,-0.42,72.5582
27.810771615,-22.3,NaN,-0.42,72.5702
27.810098481,-21.84,NaN,-0.42,72.5822
27.809425347,-22.74,NaN,-0.42,72.5942
27.816733659,-22.62,NaN,-0.42,72.6062
27.816733659,-22.2,NaN,-0.42,72.6182
27.816733659,-22.48,NaN,-0.42,72.6302
27.81341607,-22.79,NaN,-0.42,72.6422
27.805001895,-22.8,NaN,-0.42,72.6542
27.80476149,-22.8,NaN,-0.42,72.6662
27.80476149,-21.64,NaN,-0.42,72.6782
27.80476149,-22.85,NaN,-0.42,72.6902
27.815387391,-22.9,NaN,-0.42,72.7022
27.807934836,-22.48,NaN,-0.42,72.7142
27.813271827,-22.14,NaN,-0.42,72.7262
27.811925559,-22.4,NaN,-0.42,72.7382
27.812550612,-22.91,NaN,-0.42,72.7502
27.812550612,-22.89,NaN,-0.42,72.7622
27.801347739,-22.9,NaN,-0.42,72.7742
27.803030574,-22.91,NaN,-0.42,72.7862
27.803030574,-22.88,NaN,-0.42,72.7982
27.803030574,-22.87,NaN,-0.42,72.8102
27.807454026,-22.87,NaN,-0.42,72.8222
27.799087932,-22.88,NaN,-0.42,72.8341
27.808848375,-22.88,NaN,0.1,72.8461
27.802549764,-22.87,NaN,0.1,72.8581
27.802549764,-22.86,NaN,0.1,72.8701
27.802549764,-22.84,NaN,0.1,72.8821
27.802549764,-22.84,NaN,0.1,72.8941
27.802549764,-22.86,NaN,0.1,72.9061
27.805001895,-22.86,NaN,0.1,72.9181
27.796491558,-22.79,28.91,0.1,72.9301
27.811348587,-19.82,NaN,0.1,72.9421
27.844476396,-15.32,NaN,0.1,72.9541
27.868805382,-10.82,NaN,0.1,72.9661
27.868805382,-6.32,NaN,0.1,72.9781
27.86678598,-1.82,NaN,0.1,72.9901
27.882893115,1.8,NaN,0.1,73.0021
27.871401756,2.9,NaN,0.1,73.0141
27.871401756,3.27,NaN,0.1,73.0261
27.871401756,3.32,NaN,0.1,73.0381
27.871930647,2.74,NaN,0.1,73.0501
27.870295893,2.91,NaN,0.1,73.0621
27.864430011,3.24,NaN,0.1,73.0741
27.873757725,3.3,NaN,0.1,73.0861
27.873757725,3.39,NaN,0.1,73.0981
27.877219557,4.72,NaN,0.1,73.1101
27.87063246,5.9,NaN,0.1,73.1221
27.87063246,6.29,NaN,0.1,73.1341
27.87063246,6.19,NaN,0.1,73.1461
27.87063246,5.73,NaN,0.1,73.1581
27.88313352,6.42,NaN,0.1,73.1701
27.881450685,6.41,NaN,0.1,73.1821
27.877556124,7,NaN,0.1,73.1941
27.877556124,5.91,NaN,0.1,73.2061
27.870440136,7.56,NaN,0.1,73.2181
27.866882142,6.28,NaN,0.1,73.2301
27.866882142,5.74,NaN,0.1,73.2421
27.866882142,6.58,NaN,0.1,73.2541
27.866882142,6.79,NaN,0.1,73.2661
27.883470087,7.01,NaN,0.1,73.2781
27.881258361,7.49,NaN,0.1,73.2901
27.880633308,8.29,NaN,0.1,73.3021
27.874911669,8.31,NaN,0.1,73.3141
27.870969027,7.15,NaN,0.1,73.3261
27.869141949,7.14,NaN,0.1,73.3381
27.86390112,7.11,NaN,0.1,73.3501
27.86390112,8.02,NaN,0.1,73.3621
27.86390112,7.53,NaN,0.1,73.3741
27.86390112,7.11,NaN,0.1,73.3861
27.873950049,8.1,NaN,0.1,73.3981
27.884479788,7.38,NaN,0.1,73.4101
27.8773638,7.13,NaN,0.1,73.4221
27.879238959,7.13,NaN,0.1,73.4341
27.879335121,8.06,NaN,0.1,73.4461
27.873228834,7.58,NaN,0.1,73.4581
27.87207489,7.17,NaN,0.1,73.4701
27.874238535,8.15,NaN,0.1,73.4821
27.873276915,7.42,NaN,0.1,73.4941
27.871161351,7.16,NaN,0.1,73.5061
27.871161351,7.16,NaN,0.1,73.5181
27.87015165,7.16,NaN,0.1,73.5301
27.862410609,7.14,NaN,0.1,73.5421
27.862410609,7.12,NaN,0.1,73.5541
27.862410609,7.13,NaN,0.1,73.5661
27.864574254,7.12,NaN,0.1,73.5781
27.867459114,7.12,NaN,0.1,73.5901
27.867843762,7.12,NaN,0.1,73.6021
27.878517744,7.12,NaN,0.1,73.6141
27.862891419,7.12,NaN,0.1,73.6261
27.865920522,7.12,NaN,0.1,73.6381
27.874190454,7.14,NaN,0.1,73.6501
27.874190454,7.14,NaN,0.1,73.6621
27.873180753,7.13,NaN,0.1,73.6741
27.856400484,7.14,NaN,0.1,73.6861
27.856400484,7.15,NaN,0.1,73.6981
27.85957383,7.17,NaN,0.1,73.7101
27.861112422,5.91,NaN,0.1,73.7221
27.860968179,6.86,NaN,0.1,73.7341
27.860968179,7.19,NaN,0.1,73.7461
27.860968179,7.2,NaN,0.1,73.7581
27.866401332,6.44,NaN,0.1,73.7701
27.865487793,6.65,NaN,0.1,73.7821
27.862651014,7.21,NaN,0.1,73.7941
27.85572735,7.22,NaN,0.1,73.8061
27.85572735,7.25,NaN,0.1,73.8181
27.850871169,7.26,NaN,0.1,73.8301
27.869093868,7.26,NaN,0.1,73.8421
27.856015836,7.26,NaN,0.1,73.8541
27.857121699,7.26,NaN,0.1,73.8661
27.854621487,7.25,NaN,0.1,73.8781
27.848947929,7.26,NaN,0.1,73.8901
27.848947929,7.27,NaN,0.1,73.9021
27.848947929,7.97,NaN,0.1,73.9141
27.848947929,6.25,NaN,0.1,73.9261
27.865968603,7.09,NaN,0.1,73.9381
27.859429587,7.24,NaN,0.1,73.9501
27.861112422,7.24,NaN,0.1,73.9621
27.85765059,7.43,NaN,0.1,73.9741
27.85765059,8.46,NaN,0.1,73.9861
27.851351979,7.26,NaN,0.1,73.9981
27.852986733,7.56,NaN,0.1,74.0101
27.852986733,8.46,NaN,0.1,74.0221
27.850486521,6.69,NaN,0.1,74.0341
27.861593232,7.23,NaN,0.1,74.0461
27.848563281,8.48,NaN,0.1,74.0581
27.857506347,8.47,NaN,0.1,74.0701
27.842553156,7.23,NaN,0.1,74.082
27.842553156,6.2,NaN,0.1,74.094
27.858083319,7.06,NaN,0.1,74.106
27.84899601,7.23,NaN,0.1,74.118
27.851496222,7.23,NaN,0.1,74.13
27.851496222,7.23,NaN,0.1,74.142
27.851496222,7.24,NaN,0.1,74.154
27.851496222,8.15,NaN,0.1,74.166
27.853515624,7.69,NaN,0.1,74.178
27.841399212,6.05,NaN,0.1,74.19
27.841735779,6.84,NaN,0.1,74.202
27.844764882,7.29,NaN,0.1,74.214
27.842024265,7.28,NaN,0.1,74.226
27.842024265,7.26,NaN,0.1,74.238
27.83986062,7.24,NaN,0.1,74.25
27.83986062,7.67,NaN,0.1,74.262
27.838899,8.54,NaN,0.1,74.274
27.830821392,6.83,NaN,0.1,74.286
27.841880022,6.33,NaN,0.1,74.298
27.841880022,7.28,NaN,0.1,74.31
27.853948353,7.3,NaN,0.1,74.322
27.83986062,7.31,NaN,0.1,74.334
27.83986062,7.75,NaN,0.1,74.346
27.83986062,8.46,NaN,0.1,74.358
27.83986062,6.87,NaN,0.1,74.37
27.841254969,7.33,NaN,0.1,74.382
27.844620639,6.05,NaN,0.1,74.394
27.8485152,7.14,NaN,0.1,74.406
27.8485152,7.36,NaN,0.1,74.418
27.8485152,7.37,NaN,0.1,74.43
27.8485152,7.35,NaN,0.1,74.442
27.843466695,7.34,NaN,0.1,74.454
27.843947505,7.32,NaN,0.1,74.466
27.834379386,6.01,NaN,0.1,74.478
27.834379386,7.1,NaN,0.1,74.49
27.834379386,7.32,NaN,0.1,74.502
27.846688122,7.31,NaN,0.1,74.514
27.847601661,7.43,NaN,0.1,74.526
27.845053368,8.34,NaN,0.1,74.538
27.833802414,7.25,NaN,0.1,74.55
27.851015412,6.12,NaN,0.1,74.562
27.851015412,7.06,NaN,0.1,74.574
27.851015412,7.7,NaN,0.1,74.586
27.831157959,8.61,NaN,0.1,74.598
27.83168685,6.07,NaN,0.1,74.61
27.83649495,7.94,NaN,0.1,74.622
27.836927679,6.59,NaN,0.1,74.634
27.832600389,7.32,NaN,0.1,74.646
27.8292828,7.3,NaN,0.1,74.658
27.830917554,7.29,NaN,0.1,74.67
27.828032694,7.29,NaN,0.1,74.682
27.828032694,7.29,NaN,0.1,74.694
27.837648894,7.29,NaN,0.1,74.706
27.834331305,8.01,NaN,0.1,74.718
27.834331305,8.07,NaN,0.1,74.73
27.834331305,7.32,NaN,0.1,74.742
27.832359984,7.33,NaN,0.1,74.754
27.829475124,7.33,NaN,0.1,74.766
27.826494102,7.5,NaN,0.1,74.778
27.82832118,8.6,NaN,0.1,74.79
27.832119579,7.33,NaN,0.1,74.802
27.832119579,7.32,NaN,0.1,74.814
27.832119579,7.32,NaN,0.1,74.826
27.826974912,7.32,NaN,0.1,74.838
27.833321604,7.3,NaN,0.1,74.85
27.833321604,7.28,NaN,0.1,74.862
27.831254121,7.28,NaN,0.1,74.874
27.829475124,8,NaN,0.1,74.886
27.830484825,7.94,NaN,0.1,74.898
27.826638345,7.28,NaN,0.1,74.91
27.823128432,7.28,NaN,0.1,74.922
27.823128432,7.27,NaN,0.1,74.934
27.827311479,7.26,NaN,0.1,74.946
27.816012444,7.26,NaN,0.1,74.958
27.816156687,7.26,NaN,0.1,74.97
27.813608394,7.56,NaN,0.31,74.982
27.820291653,8.49,NaN,0.31,74.994
27.817695279,6.7,NaN,0.31,75.006
27.834908277,7.27,NaN,0.31,75.018
27.826734507,7.28,NaN,0.31,75.03
27.826734507,7.27,NaN,0.31,75.042
27.826734507,7.28,NaN,0.31,75.054
27.832936956,7.69,NaN,0.31,75.066
27.832936956,8.52,NaN,0.31,75.078
27.832936956,8.15,11.8,0.31,75.09
27.832936956,10.45,NaN,0.31,75.102
27.830580987,12.76,NaN,0.31,75.114
27.837360408,15.06,NaN,0.31,75.126
27.839475972,17.36,NaN,0.31,75.138
27.857362104,17.72,NaN,0.31,75.15
27.84947682,17.52,NaN,0.31,75.162
27.845341854,17.54,NaN,0.31,75.174
27.845341854,17.56,NaN,0.31,75.186
27.847745904,17.62,NaN,0.31,75.198
27.847745904,17.67,NaN,0.31,75.21
27.847745904,17.71,NaN,0.31,75.222
27.842312751,17.72,NaN,0.31,75.234
27.861256665,17.74,NaN,0.31,75.246
27.861256665,17.5,NaN,0.31,75.258
27.856063917,17.34,NaN,0.31,75.27
27.845389935,18.6,NaN,0.31,75.282
27.852025113,19.19,NaN,0.31,75.294
27.852602085,19.09,NaN,0.31,75.306
27.854861892,19.07,NaN,0.31,75.318
27.854861892,19.08,NaN,0.31,75.3299
27.843610938,18.77,NaN,0.31,75.3419
27.84178386,18.36,NaN,0.31,75.3539
27.84178386,19.15,NaN,0.31,75.3659
27.84178386,19.17,NaN,0.31,75.3779
27.84178386,19.18,NaN,0.31,75.3899
27.838370109,19.18,NaN,0.31,75.4019
27.843610938,19.17,NaN,0.31,75.4139
27.844091748,19.17,NaN,0.31,75.4259
27.842553156,19.17,NaN,0.31,75.4379
27.840052944,19.17,NaN,0.31,75.4499
27.840052944,18.53,NaN,0.31,75.4619
27.840052944,18.71,NaN,0.31,75.4739
27.840052944,19.2,NaN,0.31,75.4859
27.840052944,19.2,NaN,0.31,75.4979
27.835677573,19.21,NaN,0.31,75.5099
27.840437592,19.2,NaN,0.31,75.5219
27.841158807,19.21,NaN,0.31,75.5339
27.83120604,19.2,NaN,0.31,75.5459
27.83120604,19.18,NaN,0.31,75.5579
27.83120604,19.24,NaN,0.31,75.5699
27.83120604,19.24,NaN,0.31,75.5819
27.83120604,18.73,NaN,0.31,75.5939
27.827311479,18.75,NaN,0.31,75.6059
27.82735956,19.26,NaN,0.31,75.6179
27.837312327,18.63,NaN,0.31,75.6299
27.833802414,18.8,NaN,0.31,75.6419
27.835966059,19.3,NaN,0.31,75.6539
27.835966059,19.28,NaN,0.31,75.6659
27.835966059,19.52,NaN,0.31,75.6779
27.835966059,20.07,NaN,0.31,75.6899
27.837312327,19.88,NaN,0.31,75.7019
27.840774159,19.31,NaN,0.31,75.7139
